date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
12:18:07	137313/137313	---MCZ	200	added ('OK')	text/html	date:Mon,%2013%20May%202024%2006:18:07%20GMT	https://udvash.com/Branch	C:/My%20Web%20Sites/utvas/udvash.com/Branch.html	(from )
12:18:08	0/0	---M--	302	error ('Found')	text/html	date:Mon,%2013%20May%202024%2006:18:07%20GMT	https://udvash.com/robots.txt		(from )
12:18:08	352/352	---M--	200	added ('OK')	image/png	etag:%221d809018a757253%22	https://udvash.com/media/Images/UDVASH/Common/favicon.png	C:/My%20Web%20Sites/utvas/udvash.com/media/Images/UDVASH/Common/favicon.png	(from https://udvash.com/Branch)
12:18:08	163829/163829	---MCZ	200	added ('OK')	text/css	etag:%221d80f4638a4e3f5%22	https://udvash.com/Themes/NewUdvashUnmeshTheme/lib/bootstrap/css/bootstrap.min.css?5.1.3	C:/My%20Web%20Sites/utvas/udvash.com/Themes/NewUdvashUnmeshTheme/lib/bootstrap/css/bootstrap.min5488.css	(from https://udvash.com/Branch)
12:18:08	63666/63666	---MCZ	200	added ('OK')	text/css	etag:%221d7faf94ad5e4b2%22	https://udvash.com/Themes/NewUdvashUnmeshTheme/lib/bootstrap-icons/bootstrap-icons.css	C:/My%20Web%20Sites/utvas/udvash.com/Themes/NewUdvashUnmeshTheme/lib/bootstrap-icons/bootstrap-icons.css	(from https://udvash.com/Branch)
12:18:09	26053/26053	---MCZ	200	added ('OK')	text/css	etag:%221d7faf946100dc5%22	https://udvash.com/Themes/NewUdvashUnmeshTheme/lib/aos/aos.css	C:/My%20Web%20Sites/utvas/udvash.com/Themes/NewUdvashUnmeshTheme/lib/aos/aos.css	(from https://udvash.com/Branch)
12:18:09	13916/13916	---MCZ	200	added ('OK')	text/css	etag:%221d7faf94c067f5c%22	https://udvash.com/Themes/NewUdvashUnmeshTheme/lib/swiper/swiper-bundle.min.css	C:/My%20Web%20Sites/utvas/udvash.com/Themes/NewUdvashUnmeshTheme/lib/swiper/swiper-bundle.min.css	(from https://udvash.com/Branch)
12:18:09	13775/13775	---MCZ	200	added ('OK')	text/css	etag:%221d7faf94c067ccf%22	https://udvash.com/Themes/NewUdvashUnmeshTheme/lib/glightbox/css/glightbox.min.css	C:/My%20Web%20Sites/utvas/udvash.com/Themes/NewUdvashUnmeshTheme/lib/glightbox/css/glightbox.min.css	(from https://udvash.com/Branch)
12:18:10	1594/1594	---MCZ	200	added ('OK')	text/css	etag:%221d4de532ed5c5ba%22	https://udvash.com/css/ncc-common.css	C:/My%20Web%20Sites/utvas/udvash.com/css/ncc-common.css	(from https://udvash.com/Branch)
12:18:10	10912/10912	---MCZ	200	added ('OK')	text/css	etag:%221d41810a82324a0%22	https://udvash.com/lib/css-loader/dist/css-loader.css	C:/My%20Web%20Sites/utvas/udvash.com/lib/css-loader/dist/css-loader.css	(from https://udvash.com/Branch)
12:18:10	29367/29367	---MCZ	200	added ('OK')	text/css	etag:%221da533f3189d6b7%22	https://udvash.com/Themes/NewUdvashUnmeshTheme/css/style.css	C:/My%20Web%20Sites/utvas/udvash.com/Themes/NewUdvashUnmeshTheme/css/style.css	(from https://udvash.com/Branch)
12:18:10	2930/2930	---MCZ	200	added ('OK')	text/css	etag:%221d8ce81fab99272%22	https://udvash.com/Themes/NewUdvashUnmeshTheme/css/udm_custom.css?2.7	C:/My%20Web%20Sites/utvas/udvash.com/Themes/NewUdvashUnmeshTheme/css/udm_custom23cb.css	(from https://udvash.com/Branch)
12:18:10	3923/3923	---M--	200	added ('OK')	image/png	etag:%221d89a9712963203%22	https://udvash.com/media/Images/UDVASH/Common/Udvash-Logo.png	C:/My%20Web%20Sites/utvas/udvash.com/media/Images/UDVASH/Common/Udvash-Logo.png	(from https://udvash.com/Branch)
12:18:11	0/0	---M--	302	error ('Found')	text/html	date:Mon,%2013%20May%202024%2006:18:11%20GMT	https://udvash.com/	C:/My%20Web%20Sites/utvas/udvash.com/index.html	(from https://udvash.com/Branch)
12:18:11	55415/55415	---MCZ	200	added ('OK')	text/html	date:Mon,%2013%20May%202024%2006:18:11%20GMT	https://udvash.com/Program	C:/My%20Web%20Sites/utvas/udvash.com/Program.html	(from https://udvash.com/Branch)
12:18:11	1385/1385	---M--	200	added ('OK')	image/png	etag:%221d80845dd89f8ad%22	https://udvash.com/media/Images/UDVASH/Common/callusicon.png	C:/My%20Web%20Sites/utvas/udvash.com/media/Images/UDVASH/Common/callusicon.png	(from https://udvash.com/Branch)
12:18:11	163834/163834	---MCZ	200	added ('OK')	text/css	etag:%221d9c91e0db232fa%22	https://udvash.com/UMS.UdvashUnmesh/lib/bootstrap/css/bootstrap.min.css	C:/My%20Web%20Sites/utvas/udvash.com/UMS.UdvashUnmesh/lib/bootstrap/css/bootstrap.min.css	(from https://udvash.com/Branch)
12:18:11	65011/65011	---MCZ	200	added ('OK')	text/css	etag:%221d9c91e0db0b0f3%22	https://udvash.com/UMS.UdvashUnmesh/lib/bootstrap-icons/bootstrap-icons.css	C:/My%20Web%20Sites/utvas/udvash.com/UMS.UdvashUnmesh/lib/bootstrap-icons/bootstrap-icons.css	(from https://udvash.com/Branch)
